sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,waypoint_switched_after_frame,gt_x,gt_y,prediction_x,prediction_y,raw_top1_x,raw_top1_y,hardms_x,hardms_y,visual_measurement_x,visual_measurement_y,measurement_var_x,measurement_var_y,final_x,final_y,vx,vy,error_m
270,270,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000270.jpg,10,11,0,-612.5648193359375,62.071746826171875,-480.8982855463895,341.28913103175523,-484.39910888671875,373.757568359375,-489.25225830078125,354.75482177734375,-493.62640380859375,355.1517028808594,25.094837188720703,23.758636474609375,-485.87794725735677,346.77252187999335,28.800003315085622,-3.658869097292959,311.61529948528096
271,271,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000271.jpg,10,11,0,-612.5648193359375,62.071746826171875,-457.07794394227113,343.1136527827004,-489.13055419921875,373.7874450683594,-489.13055419921875,373.7874450683594,-489.1561279296875,359.1144714355469,25.09814453125,23.761674880981445,-469.6274149276817,349.44255354050205,25.844545107764162,-2.1491573540235924,320.9565112762384
272,272,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000272.jpg,10,11,0,-602.6383056640625,61.06987380981445,-443.78286981991755,347.29339618647845,-489.13055419921875,373.7874450683594,-489.13055419921875,373.7874450683594,-485.48468017578125,368.1174011230469,25.099720001220703,23.76311683654785,-460.0973594127975,355.53009639706517,22.002490138466037,-0.18439506561910046,327.1463648649321
273,273,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000273.jpg,10,11,0,-602.6383056640625,61.06987380981445,-438.0948692743315,355.34570133144604,-489.13055419921875,373.7874450683594,-489.1001281738281,378.54559326171875,-483.183837890625,382.3476867675781,25.10248565673828,23.765655517578125,-455.73391826960875,366.02570623180225,17.848584039969992,2.3631384901930206,338.49513846424327
274,274,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000274.jpg,10,11,0,-602.6383056640625,61.06987380981445,-437.8853342296388,368.38884472199527,-474.6623840332031,416.521240234375,-474.69281005859375,411.7630615234375,-478.7921142578125,399.99609375,25.10110855102539,23.764389038085938,-453.88947741923675,380.8912485449313,14.079768652153238,5.345313863432885,352.7207473932724
275,275,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000275.jpg,10,11,0,-592.6810913085938,60.067996978759766,-439.8097087670835,386.23656240836414,-474.6623840332031,416.521240234375,-474.6623840332031,416.521240234375,-476.8978271484375,412.64349365234375,25.096324920654297,23.759994506835938,-454.32164693064857,396.683190141853,10.662391284289411,7.837101834404706,363.9410997906121
276,276,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000276.jpg,10,11,0,-592.6810913085938,60.067996978759766,-443.65925564635916,404.5202919762577,-474.6623840332031,416.521240234375,-474.60150146484375,426.03753662109375,-475.71826171875,425.97509765625,25.092090606689453,23.7561092376709,-456.2041755628727,413.0083568251235,7.7081958743472505,9.861740603689867,378.4083061191249
277,277,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000277.jpg,10,11,0,-582.6729125976562,59.07725524902344,-448.49597968852544,422.8700974288133,-474.4493713378906,449.82830810546875,-474.47979736328125,445.0701599121094,-478.5915222167969,439.0290832519531,25.086441040039062,23.750926971435547,-460.27351603648253,429.2634870274827,4.934641008282828,11.386779402539933,389.89672796379637
278,278,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000278.jpg,10,11,1,-582.6729125976562,59.07725524902344,-455.3388750281997,440.65026643002267,-474.4493713378906,449.82830810546875,-474.47979736328125,445.0701599121094,-478.73370361328125,446.8844299316406,25.08260154724121,23.74740219116211,-464.49431336638486,443.1168846502502,2.778492684445305,11.97517374980489,401.81167014771614
279,279,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000279.jpg,11,12,0,-582.6729125976562,59.07725524902344,-461.71582068193953,455.09205840005507,-507.660888671875,435.7628479003906,-498.01544189453125,464.2520751953125,-500.44940185546875,457.83905029296875,25.084007263183594,23.74869155883789,-476.8724289737555,456.1788292338549,-0.7911154602051722,12.234426299848586,410.95425827734385
280,280,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000280.jpg,11,12,0,-572.7259521484375,58.064247131347656,-477.6635444339607,468.4132555337035,-493.2535400390625,468.9803771972656,-497.9850158691406,469.0102233886719,-502.3507080078125,462.7977600097656,25.081539154052734,23.74642562866211,-487.3241370920295,466.1915501452002,-3.0663947464333394,11.704417081026335,416.96686376772186
281,281,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000281.jpg,11,12,0,-572.7259521484375,58.064247131347656,-490.39053183846283,477.89596722622656,-493.2535400390625,468.9803771972656,-502.71649169921875,469.0400695800781,-504.35797119140625,464.95440673828125,25.08121109008789,23.74612808227539,-495.85617534234956,472.77588067301923,-4.3537000375600385,10.482946212393609,421.7756531392246
282,282,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000282.jpg,11,12,0,-572.7259521484375,58.064247131347656,-500.2098753799096,483.2588268854128,-497.95458984375,473.76837158203125,-507.4479675292969,469.0699462890625,-512.5477905273438,467.2029724121094,25.081823348999023,23.746688842773438,-505.03772519412587,476.90680325644706,-5.490803049430681,8.967559827576068,424.2767762789114
283,283,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000283.jpg,11,12,0,-562.8300170898438,56.98444747924805,-510.52852824355654,485.8743630840231,-512.179443359375,469.09979248046875,-516.910888671875,469.129638671875,-523.1114501953125,468.1039733886719,25.083709716796875,23.7484188079834,-515.4520230593015,478.84434459174787,-6.65043881499853,7.290418747745555,424.5120105605106
284,284,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000284.jpg,11,12,0,-562.8300170898438,56.98444747924805,-522.1024618743,486.1347633394934,-545.2693481445312,474.0668640136719,-540.5682373046875,469.27886962890625,-533.1863403320312,469.5908203125,25.08629035949707,23.75078773498535,-526.4392075049161,479.59021691160905,-7.6718717593449,5.7291041561918234,424.1696917269836
285,285,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000285.jpg,11,12,0,-562.8300170898438,56.98444747924805,-534.111079264261,485.31932106780084,-545.2693481445312,474.0668640136719,-545.2997436523438,469.3087158203125,-543.488525390625,470.37762451171875,25.089075088500977,23.753341674804688,-537.780021824974,479.4088070967042,-8.536004758263017,4.3190689260018305,423.16644699336445
286,286,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000286.jpg,11,12,0,-552.9035034179688,55.94917678833008,-546.3160265832371,483.727876022706,-559.5853271484375,455.123779296875,-554.823486328125,459.8520812988281,-559.8201904296875,471.32293701171875,25.094512939453125,23.758331298828125,-551.599063740212,478.8212705081238,-9.780273263219893,3.148554321422358,422.8741056269997
287,287,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000287.jpg,11,12,0,-552.9035034179688,55.94917678833008,-561.3793370034319,481.96982482954616,-564.3168334960938,455.15362548828125,-569.0482788085938,455.1834411621094,-575.2291259765625,473.31427001953125,25.10070037841797,23.764005661010742,-566.7971302020122,478.54651493475114,-11.056238126729255,2.331919102619013,422.82566510756516
288,288,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000288.jpg,11,12,0,-552.9035034179688,55.94917678833008,-577.8533683287415,480.87843403737014,-583.24267578125,455.27294921875,-583.24267578125,455.27294921875,-587.961181640625,474.1351318359375,25.109439849853516,23.772022247314453,-581.8068648488579,478.2117536466797,-11.987299770462265,1.6958062938810963,423.25062092932393
289,289,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000289.jpg,11,12,0,-542.9259033203125,54.958431243896484,-593.7941646193202,479.9075599405608,-602.13818359375,460.1504211425781,-602.13818359375,460.1504211425781,-603.4237060546875,476.08941650390625,25.117067337036133,23.779022216796875,-597.5603347346957,478.39775115670074,-12.87419252945582,1.3356757947387923,426.94938663053625
290,290,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000290.jpg,11,12,0,-542.9259033203125,54.958431243896484,-610.4345272641516,479.7334269514395,-611.6314697265625,455.451904296875,-616.3325805664062,460.2398681640625,-618.8614501953125,478.16351318359375,25.122638702392578,23.784133911132812,-613.7303002506206,479.11264416562994,-13.650258423716851,1.1876120942249573,430.0233237440963
291,291,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000291.jpg,11,12,0,-542.9259033203125,54.958431243896484,-627.3805586743375,480.3002562598549,-630.5269775390625,460.3293151855469,-635.2280883789062,465.1172790527344,-637.5325317382812,478.6620178222656,25.125547409057617,23.78679847717285,-631.3511326527973,479.65243543842473,-14.585158925164983,1.033109573670143,433.80181924616744
292,292,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000292.jpg,11,12,0,-532.9381103515625,53.91202926635742,-645.9362915779623,480.68554501209485,-644.7213745117188,460.41876220703125,-649.4224853515625,465.20672607421875,-653.5274047851562,476.06231689453125,25.127700805664062,23.788776397705078,-648.9053358908837,478.8573147314521,-15.284203602886205,0.5971074194040172,440.4848386020779
293,293,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000293.jpg,11,12,0,-532.9381103515625,53.91202926635742,-664.18953949377,479.45442215085615,-663.6472778320312,460.5379943847656,-668.348388671875,465.325927734375,-670.9320678710938,475.3521423339844,25.124292373657227,23.78564453125,-666.8270317098069,477.83199301785265,-15.905161305103643,0.21020019983599275,444.56088326520944
294,294,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000294.jpg,11,12,0,-532.9381103515625,53.91202926635742,-682.7321930149105,478.04219321768863,-701.4382934570312,470.29266357421875,-696.7068481445312,470.26287841796875,-689.0531616210938,474.93701171875,25.12915802001953,23.790111541748047,-685.2044676945361,476.81426248194987,-16.48721322344559,-0.08262582358525172,449.47896773623734
295,295,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000295.jpg,11,12,0,-523.042236328125,52.910152435302734,-701.6916809179817,476.7316366583646,-710.9315795898438,465.5940856933594,-710.9012451171875,470.3522644042969,-708.5199584960938,475.81439208984375,25.12806510925293,23.789108276367188,-704.3625418318545,476.3688944307183,-17.11601046852233,-0.16912830998342757,460.6455897545375
296,296,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000296.jpg,11,12,0,-523.042236328125,52.910152435302734,-721.4785523003768,476.19976612073486,-725.1259765625,465.6834716796875,-725.0956420898438,470.4416198730469,-729.8919067382812,477.2663879394531,25.125232696533203,23.786510467529297,-724.769665646606,476.6216137926038,-17.89082833950095,-0.06853161042697516,469.2817471679272
297,297,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000297.jpg,11,12,0,-523.042236328125,52.910152435302734,-742.6604939861069,476.5530821821768,-748.6923217773438,480.1068115234375,-748.7529907226562,470.59051513671875,-747.3860473632812,477.3687438964844,25.123201370239258,23.784648895263672,-744.5090758890806,476.87568416378303,-18.326037695830188,0.008398767044666203,478.3245060823573
298,298,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000298.jpg,11,12,0,-513.1259155273438,51.88601303100586,-762.8351135849108,476.8840829308277,-762.88671875,480.1961364746094,-772.3496704101562,480.25567626953125,-767.431884765625,479.33343505859375,25.124568939208984,23.78590202331543,-764.633207597427,477.852768049002,-18.74936692538456,0.2394028614954039,494.6752412896644
299,299,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000299.jpg,11,12,0,-513.1259155273438,51.88601303100586,-783.3825745228116,478.09217091049743,-781.9036254882812,466.0407409667969,-786.6047973632812,470.82867431640625,-788.6761474609375,475.3387451171875,25.128116607666016,23.789159774780273,-785.4530536644439,477.0033192793475,-19.236829071248742,-0.020259954120421253,504.86314406756765
300,300,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000300.jpg,11,12,0,-503.1483154296875,50.8396110534668,-804.6898827356927,476.9830593252271,-824.3958740234375,480.5830383300781,-810.2318115234375,475.7356262207031,-811.4465942382812,477.51214599609375,25.131208419799805,23.79199981689453,-807.3325295516806,477.19228007944184,-19.858996229211794,0.029633507609145043,523.7409994516252
301,301,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000301.jpg,11,12,0,-503.1483154296875,50.8396110534668,-827.1915257808924,477.221913587051,-848.0835571289062,475.9736328125,-843.3521118164062,475.9438781738281,-837.7128295898438,480.4134521484375,25.134361267089844,23.794891357421875,-831.3064287696732,478.4839298647718,-20.827764933399607,0.3305849364094021,539.0430509360491
302,302,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000302.jpg,11,12,0,-503.1483154296875,50.8396110534668,-852.1341937030728,478.81451480118125,-848.0532836914062,480.7317810058594,-852.7544555664062,485.5196533203125,-857.5280151367188,485.2296142578125,25.136354446411133,23.796716690063477,-854.2437306763265,481.3512130572222,-21.3243991339478,0.9354930983782347,555.5251840079347
303,303,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000303.jpg,11,12,0,-495.7238464355469,50.00471496582031,-875.5681298102744,482.2867061556004,-881.203857421875,476.1817932128906,-881.143310546875,485.6980895996094,-882.8402099609375,487.3753662109375,25.138778686523438,23.798946380615234,-878.4122063095099,484.2988593204123,-21.9939433773096,1.4153044429685462,578.8452164471181
304,304,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000304.jpg,11,12,0,-495.7238464355469,50.00471496582031,-900.4061496868195,485.71416376338084,-918.9345092773438,495.45220947265625,-909.5018310546875,490.6346130371094,-907.7120361328125,489.95989990234375,25.14333152770996,23.803123474121094,-903.2632439007705,487.3928932985674,-22.66653490854694,1.815598738297688,597.8267132134165
305,305,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000305.jpg,11,12,0,-495.7238464355469,50.00471496582031,-925.9297788093174,489.2084920368651,-928.4883422851562,481.2371826171875,-933.1592407226562,490.783203125,-932.0359497070312,493.283447265625,25.148101806640625,23.80750274658203,-928.3175638976487,490.8196056158164,-23.228628777285596,2.199758626069199,617.620508246325
306,306,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000306.jpg,11,12,0,-493.0992431640625,49.69301986694336,-951.5461926749343,493.01936424188557,-966.279541015625,490.9911804199219,-961.517822265625,495.7196350097656,-960.49755859375,498.1514892578125,25.14999008178711,23.809234619140625,-955.0466551753368,495.0484950934212,-24.05262127985611,2.683575031281051,641.6672897835108
307,307,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000307.jpg,11,12,0,-493.0992431640625,49.69301986694336,-979.0992764551929,497.73207012470226,-999.36962890625,495.9572448730469,-994.60791015625,500.6856994628906,-990.520263671875,500.8809814453125,25.150232315063477,23.80945587158203,-983.565682035362,498.9771318242356,-25.10395757225028,2.980432212219024,665.1417449809828
308,308,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000308.jpg,11,12,0,-493.0992431640625,49.69301986694336,-1008.6696396076122,501.9575640364546,-1023.0270385742188,496.1056823730469,-1018.2652587890625,500.83416748046875,-1019.1416015625,503.3471984863281,25.151229858398438,23.81037139892578,-1012.7649056297889,502.50701687055204,-26.067910332399528,3.1114341340403864,689.2698431153988
309,309,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000309.jpg,11,12,0,-492.7724609375,49.77094268798828,-1038.8328159621885,505.61845100459243,-1056.1473388671875,496.3134765625,-1051.3553466796875,505.8000793457031,-1048.6961669921875,507.144775390625,25.15103530883789,23.810190200805664,-1042.6901593467405,506.2219631441728,-26.97584673841155,3.2553229667079533,714.6726587041151
310,310,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000310.jpg,11,12,0,-492.7724609375,49.77094268798828,-1069.666006085152,509.47728611088075,-1079.7139892578125,510.73626708984375,-1079.7139892578125,510.73626708984375,-1078.67724609375,513.2596435546875,25.150178909301758,23.809402465820312,-1073.1902006555486,510.97287678167186,-27.805361083818266,3.611898010310927,741.3447083450201
311,311,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000311.jpg,11,12,0,-492.7724609375,49.77094268798828,-1100.9955617393668,514.5847747919828,-1098.5794677734375,520.3712158203125,-1103.3411865234375,515.6427612304688,-1106.29296875,518.4732666015625,25.15066146850586,23.809846878051758,-1103.0672828348665,516.1223068528744,-28.292996691951327,3.978472791490251,768.0777073273176
312,312,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000312.jpg,11,12,0,-492.87457275390625,49.75981140136719,-1131.360279526818,520.1007796443647,-1141.1326904296875,525.3963012695312,-1141.1326904296875,525.3963012695312,-1140.405029296875,523.946533203125,25.155563354492188,23.814346313476562,-1134.8971053992404,521.6212415045275,-29.12548566621202,4.340978327389024,796.7723273579027
313,313,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000313.jpg,11,12,0,-492.87457275390625,49.75981140136719,-1164.0225910654524,525.9622198319165,-1169.430908203125,539.8485717773438,-1169.4913330078125,530.332275390625,-1171.073486328125,528.7069702148438,25.15669059753418,23.815378189086914,-1166.779795110732,527.0474063226867,-29.774461577183747,4.599703325923357,825.803667335996
314,314,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000314.jpg,11,12,0,-492.87457275390625,49.75981140136719,-1196.5542566879158,531.64710964861,-1197.940673828125,520.9938354492188,-1197.8802490234375,530.5101318359375,-1201.7996826171875,533.392333984375,25.15666961669922,23.815353393554688,-1198.6055127054624,532.3371377267638,-30.257267323962633,4.764213889953409,854.9485572174943
315,315,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000315.jpg,11,12,0,-492.466064453125,49.52604293823242,-1228.862780029425,537.1013516167172,-1245.074462890625,549.8389282226562,-1240.3731689453125,545.0511474609375,-1237.094482421875,535.5338134765625,25.15611457824707,23.814842224121094,-1232.0819297210917,536.4815603565926,-31.01495115857876,4.6164504692696875,885.5265688279861
316,316,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000316.jpg,11,12,0,-492.466064453125,49.52604293823242,-1263.0968808796704,541.0980108258623,-1264.0306396484375,545.19921875,-1268.792236328125,540.470703125,-1269.641845703125,539.8070068359375,25.155723571777344,23.814483642578125,-1265.6564298338478,540.587553765021,-31.617382326206645,4.494753991253615,915.9501888929681
317,317,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000317.jpg,11,12,1,-492.466064453125,49.52604293823242,-1297.2738121600544,545.0823077562745,-1301.94287109375,535.9197387695312,-1301.8524169921875,550.1942138671875,-1302.1033935546875,547.0637817382812,25.156858444213867,23.815532684326172,-1299.1624643342027,545.8657495314292,-32.061906597996085,4.681531737441306,947.1600635173087
318,318,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000318.jpg,12,13,0,-491.5776062011719,49.14755630493164,-1331.2243709321988,550.5472812688705,-1297.060546875,559.680908203125,-1292.3291015625,559.6513061523438,-1283.72119140625,568.21923828125,25.156169891357422,23.814889907836914,-1312.6473628555148,557.5346453119156,-27.689521203466054,6.347362953742481,965.7188915835792
319,319,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000319.jpg,12,13,0,-491.5776062011719,49.14755630493164,-1340.3368840589808,563.8820082656581,-1297.060546875,559.680908203125,-1292.3291015625,559.6513061523438,-1285.871337890625,572.31982421875,25.155176162719727,23.813976287841797,-1319.0366411558196,567.2183304507549,-22.676179077548493,7.142763268393086,976.2611236509059
320,320,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000320.jpg,12,13,0,-490.607421875,49.03623580932617,-1341.7128202333681,574.361093719148,-1297.000244140625,569.1972045898438,-1292.238525390625,573.9257202148438,-1285.0985107421875,583.9637451171875,25.15829849243164,23.81684112548828,-1319.5741322957806,578.1576811609868,-17.465476372266917,8.047897112910755,983.4405477286773
321,321,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000321.jpg,12,13,0,-490.607421875,49.03623580932617,-1337.0396086680475,586.2055782738976,-1287.2054443359375,621.4776000976562,-1287.235595703125,616.719482421875,-1283.32080078125,595.304931640625,25.16079330444336,23.81913185119629,-1316.0339782005283,589.8030481236059,-12.521480332155846,8.905555907898142,986.7916422365807
322,322,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000322.jpg,12,13,0,-490.607421875,49.03623580932617,-1328.555458532684,598.708604031504,-1287.2054443359375,621.4776000976562,-1287.2054443359375,621.4776000976562,-1281.2340087890625,606.305908203125,25.16145896911621,23.819740295410156,-1310.0510537423577,601.7122841792738,-8.166243599730976,9.621642261848097,988.4020843006081
323,323,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000323.jpg,12,13,0,-489.4227600097656,49.05849838256836,-1318.2172973420886,611.3339264411219,-1287.2054443359375,621.4776000976562,-1282.4437255859375,626.2061767578125,-1279.5234375,621.1773071289062,25.164749145507812,23.822763442993164,-1303.0874606151551,615.2254028529019,-4.605303515704959,10.549368931825402,991.2594053671208
324,324,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000324.jpg,12,13,0,-489.4227600097656,49.05849838256836,-1307.69276413086,625.7747717847272,-1287.2054443359375,621.4776000976562,-1282.3834228515625,635.7224731445312,-1277.20263671875,635.00390625,25.166439056396484,23.824316024780273,-1295.7707269727352,629.4234048103175,-1.799402185164515,11.419185215944912,993.4890379054035
325,325,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000325.jpg,12,13,0,-489.4227600097656,49.05849838256836,-1297.5701291578998,640.8425900262624,-1282.2626953125,654.7550659179688,-1277.591552734375,645.2091674804688,-1269.4566650390625,645.629638671875,25.164077758789062,23.82215118408203,-1286.5764089613974,642.7352588213512,0.7879630928544006,11.8703792728197,993.9346235653477
326,326,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000326.jpg,12,13,1,-487.2883605957031,48.902652740478516,-1285.788445868543,654.6056380941709,-1282.2626953125,654.7550659179688,-1263.3668212890625,649.8784790039062,-1256.7960205078125,651.29296875,25.16565704345703,23.82360076904297,-1274.4515125800174,653.2959552219829,3.4560814727098044,11.558165863717617,992.4298927009303
327,327,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000327.jpg,13,14,0,-487.2883605957031,48.902652740478516,-1270.9954311073075,664.8541210857005,-1249.1419677734375,654.5477905273438,-1249.1419677734375,654.5477905273438,-1246.5189208984375,656.891845703125,25.161014556884766,23.8193359375,-1261.4231984160813,661.7058216903104,5.708869331075224,10.807651290485545,987.3259193407915
328,328,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000328.jpg,13,14,0,-487.2883605957031,48.902652740478516,-1255.714329085006,672.5134729807959,-1249.1419677734375,654.5477905273438,-1249.11181640625,659.305908203125,-1244.9603271484375,658.7293701171875,25.15740394592285,23.816024780273438,-1251.508458555202,667.0629478345544,6.6987143063379095,9.508302580171623,982.9315889501268
329,329,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000329.jpg,13,14,0,-483.7956848144531,48.524166107177734,-1244.809744248864,676.571250414726,-1234.85693359375,668.7333984375,-1239.6488037109375,659.2467041015625,-1239.965087890625,659.3467407226562,25.154054641723633,23.812950134277344,-1242.9149495737377,669.7601148702646,7.144661267550029,7.884562427249787,980.9159811952547
330,330,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000330.jpg,13,14,0,-483.7956848144531,48.524166107177734,-1235.7702883061877,677.6446772975144,-1234.85693359375,668.7333984375,-1234.917236328125,659.2171020507812,-1230.4111328125,660.025634765625,25.147239685058594,23.806692123413086,-1233.6740333009616,670.6767798146154,7.638037374307589,6.223402615852683,974.3671855475478
331,331,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000331.jpg,13,14,0,-483.7956848144531,48.524166107177734,-1226.035995926654,676.9001824304681,-1197.0347900390625,663.73828125,-1206.528076171875,659.0393676757812,-1211.46533203125,657.4321899414062,25.1392822265625,23.799388885498047,-1220.3360028963996,669.2002662508585,8.97964894286369,4.387652012725252,963.1876564044119
332,332,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000332.jpg,13,14,0,-482.478271484375,48.379451751708984,-1211.356353953536,673.5879182635837,-1192.3636474609375,654.1923217773438,-1197.09521484375,654.2219848632812,-1199.18994140625,654.7273559570312,25.13228988647461,23.792972564697266,-1206.596608205248,666.1278186792277,10.10001724938359,2.6089783737453285,951.8195261797375
333,333,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000333.jpg,13,14,0,-482.478271484375,48.379451751708984,-1196.4965909558643,668.7367970529731,-1173.4376220703125,654.0737915039062,-1178.1690673828125,654.1034545898438,-1186.6864013671875,652.9993896484375,25.126707077026367,23.7878475189209,-1192.6585574998917,662.5118884809856,11.003487367174312,1.1247121416197465,938.8901365378806
334,334,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000334.jpg,13,14,0,-482.478271484375,48.379451751708984,-1181.6550701327174,663.6366006226053,-1173.4376220703125,654.0737915039062,-1168.7060546875,654.0441284179688,-1173.2169189453125,650.2301025390625,25.12164306640625,23.783199310302734,-1178.3537425941527,658.3335612932945,11.780666844616675,-0.13982173864917713,925.3575995467501
335,335,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000335.jpg,13,14,0,-483.7344055175781,48.84699249267578,-1166.573075749536,658.1937395546453,-1168.7060546875,654.0441284179688,-1163.9744873046875,654.0145263671875,-1160.7801513671875,649.494384765625,25.124109268188477,23.785463333129883,-1164.3069986266664,654.7531362365293,12.314164937097518,-0.9602957139960683,911.2087079905327
336,336,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000336.jpg,13,14,0,-483.7344055175781,48.84699249267578,-1151.992833689569,653.7928405225332,-1145.07861328125,649.1378173828125,-1135.645751953125,644.3203735351562,-1143.2763671875,646.4063720703125,25.130233764648438,23.79109001159668,-1148.5836898689213,650.8719489993296,13.116799223461001,-1.6568566181918036,896.9161717570553
337,337,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000337.jpg,13,14,0,-483.7344055175781,48.84699249267578,-1135.4668906454604,649.2150923811378,-1135.7667236328125,625.2877807617188,-1130.9444580078125,639.5325317382812,-1128.893310546875,640.10302734375,25.136497497558594,23.796844482421875,-1132.8961245987712,645.612184719891,13.722047365689013,-2.516057890208165,881.7820774853813
338,338,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000338.jpg,13,14,0,-486.2977294921875,49.05849838256836,-1119.1740772330822,643.0961268296829,-1121.3907470703125,653.7476806640625,-1112.0184326171875,639.4139404296875,-1114.14453125,639.0900268554688,25.138507843017578,23.798688888549805,-1117.2070802283781,641.512064972166,14.185131902983084,-2.893803643201478,865.4754978687129
339,339,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000339.jpg,13,14,0,-486.2977294921875,49.05849838256836,-1103.021948325395,638.6182613289644,-1093.15283203125,629.7789916992188,-1093.12255859375,634.5371704101562,-1093.235595703125,633.3357543945312,25.146495819091797,23.806018829345703,-1099.195143928418,636.5297681140494,15.08602977859843,-3.3918199657057295,848.9792302421391
340,340,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000340.jpg,13,14,0,-486.2977294921875,49.05849838256836,-1084.1091141498196,633.1379481483436,-1088.511962890625,615.4749145507812,-1078.9884033203125,624.931884765625,-1079.27490234375,627.5052490234375,25.1477108001709,23.8071346282959,-1082.2186473810973,630.9108647333574,15.531055864052115,-3.9228568768189724,832.8708883167748
341,341,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000341.jpg,13,14,0,-489.05511474609375,48.9249153137207,-1066.6875915170451,626.9880078565384,-1050.5086669921875,639.0282592773438,-1060.0321044921875,629.5713500976562,-1060.7550048828125,625.6346435546875,25.15007781982422,23.809303283691406,-1064.3676042783773,626.4529106338796,16.07716864225803,-4.05044255952594,815.182829793633
