sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,search_heading_deg,forward_local_candidate_count,forward_recovery_candidate_count,endpoint_distance_m,transition_probability,current_leg_visual_top1,next_leg_visual_top1,next_visual_stronger,within_transition_zone,transition_selected,waypoint_switched_after_frame,mission_complete,gt_x,gt_y,hold_x,hold_y,local_x,local_y,recovery_x,recovery_y,fusion_hold,fusion_local,fusion_recovery,visual_x,visual_y,measurement_var_x,measurement_var_y,final_x,final_y,error_visual_m,error_final_m
411,411,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000411.jpg,3,4,173.07373517963933,18,18,464.5669250488281,0.04198682680726051,2.0535898208618164,2.103222608566284,1,0,0,0,0,-414.7387390136719,41.05551528930664,-854.627685546875,81.32420349121094,-861.4215087890625,78.51301574707031,-1239.9599609375,125.89014434814453,0.5606298446655273,0.43547579646110535,0.003894320921972394,-859.0867919921875,80.27355194091797,11.40716913672393,11.40716913672393,-829.9111878258254,90.00993136949408,446.07537841796875,418.04867791494377
412,412,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000412.jpg,3,4,173.07373517963933,18,18,460.7030029296875,0.05088631436228752,1.9640074968338013,2.121480703353882,1,0,0,0,0,-418.803466796875,41.789337158203125,-859.0867919921875,80.27355194091797,-867.6240234375,81.78477478027344,-873.2371215820312,109.94303131103516,0.5589702129364014,0.43685948848724365,0.004170326516032219,-862.8753662109375,81.05747985839844,11.42068646727072,11.42068646727072,-834.0097677677447,88.89683406229855,445.8047180175781,417.8700618978127
413,413,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000413.jpg,3,4,173.07373517963933,18,18,455.4326171875,0.05027729272842407,1.9511123895645142,2.0860536098480225,1,0,0,0,0,-421.87646484375,42.42189025878906,-862.8753662109375,81.05747985839844,-871.4248046875,81.79991912841797,-1249.094482421875,128.27000427246094,0.5598640441894531,0.436187207698822,0.003948739729821682,-868.129638671875,81.56775665283203,11.410722107458339,11.410722107458339,-838.2515667899069,87.98567957768229,447.96685791015625,418.86069810590845
414,414,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000414.jpg,3,4,173.07373517963933,18,18,452.32403564453125,0.0593649186193943,1.9713751077651978,2.1326451301574707,1,0,0,0,0,-424.9527893066406,43.05513000488281,-868.129638671875,81.56775665283203,-875.3738403320312,81.5609130859375,-869.59912109375,109.72927856445312,0.5649722814559937,0.43151363730430603,0.0035140898544341326,-871.2608032226562,81.66376495361328,11.383850825684359,11.383850825684359,-842.3606660694323,87.19870666845102,447.974853515625,419.7356202948164
415,415,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000415.jpg,3,4,173.07373517963933,18,18,448.331787109375,0.05878482758998871,1.9276260137557983,2.123832941055298,1,0,0,0,0,-428.3215026855469,43.748558044433594,-871.2608032226562,81.66376495361328,-875.3668823242188,81.51097106933594,-1293.262451171875,144.4095001220703,0.5530148148536682,0.4418036639690399,0.005181476473808289,-875.2614135742188,81.9213638305664,11.46818488965037,11.46818488965037,-846.4265909235105,86.54652454386783,448.5671081542969,420.2898175627885
416,416,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000416.jpg,3,4,173.07373517963933,18,18,444.3736877441406,0.057083047926425934,1.9312751293182373,2.128617525100708,1,0,0,0,0,-431.564697265625,44.14375305175781,-875.2614135742188,81.9213638305664,-879.989501953125,80.4215087890625,-1283.30712890625,139.38839721679688,0.5540170669555664,0.4411250650882721,0.004857898689806461,-879.3294067382812,81.53890991210938,11.454917714757174,11.454917714757174,-850.4972431422339,85.92699526935121,449.3235168457031,421.01106556107413
417,417,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000417.jpg,3,4,173.07373517963933,18,18,440.2938537597656,0.05524995177984238,1.9075332880020142,2.122227668762207,1,0,0,0,0,-434.81207275390625,44.53945541381836,-879.3294067382812,81.53890991210938,-884.5955810546875,78.17292022705078,-1276.9202880859375,136.4845428466797,0.5528920292854309,0.44207608699798584,0.00503191165626049,-883.6581420898438,80.3273696899414,11.463119413626737,11.463119413626737,-854.5970684583285,85.2346893476274,450.27056884765625,421.75294270874895
418,418,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000418.jpg,3,4,173.07373517963933,18,18,435.7643737792969,0.05955081433057785,1.901288390159607,2.123488187789917,1,0,0,0,0,-438.3705749511719,44.97307586669922,-883.6581420898438,80.3273696899414,-889.2952880859375,76.90119171142578,-1285.115478515625,140.65982055664062,0.5508764386177063,0.44342613220214844,0.0056974501349031925,-888.445068359375,79.15184783935547,11.489899048272338,11.489899048272338,-858.7734330559227,84.48415271319723,451.3703918457031,422.2554775206749
419,419,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000419.jpg,3,4,173.07373517963933,18,18,430.88323974609375,0.0703905001282692,1.9238520860671997,2.1224687099456787,1,0,0,0,0,-441.7141418457031,45.21406936645508,-888.445068359375,79.15184783935547,-895.4517211914062,73.17570495605469,-1293.708984375,144.78599548339844,0.5532796382904053,0.4411609172821045,0.005559405777603388,-893.7891235351562,76.88028717041016,11.480908788479583,11.480908788479583,-863.0979082509217,83.54506719251067,453.18267822265625,423.1235564042599
420,420,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000420.jpg,3,4,173.07373517963933,16,18,426.6288146972656,0.07383259385824203,1.9238407611846924,2.132117748260498,1,0,0,0,0,-445.0566101074219,45.454986572265625,-893.7891235351562,76.88028717041016,-898.806640625,73.62559509277344,-1284.9716796875,141.18276977539062,0.5527752637863159,0.4413565993309021,0.005868133157491684,-898.2991943359375,75.82113647460938,11.492437929484161,11.492437929484161,-867.4419839010811,82.59188215051768,454.2586975097656,424.0148028170706
421,421,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000421.jpg,3,4,173.07373517963933,17,18,423.0173034667969,0.07209741324186325,1.9121618270874023,2.1262431144714355,1,0,0,0,0,-448.4094543457031,45.696651458740234,-898.2991943359375,75.82113647460938,-902.0955810546875,74.95648193359375,-1283.7086181640625,140.385498046875,0.5557712316513062,0.43900981545448303,0.005218926351517439,-901.9772338867188,75.77849578857422,11.464476988478602,11.464476988478602,-871.7137609369756,81.74911230203733,454.5642395019531,424.836810918705
422,422,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000422.jpg,3,4,173.07373517963933,18,18,419.49298095703125,0.05817931145429611,1.9041539430618286,2.074902296066284,1,0,0,0,0,-451.7923889160156,45.97942352294922,-901.9772338867188,75.77849578857422,-906.2664794921875,76.19171142578125,-1258.4344482421875,130.311767578125,0.5576477646827698,0.43778979778289795,0.004562417510896921,-905.4813232421875,76.20819854736328,11.437549304156923,11.437549304156923,-875.8988190797362,81.0623867984983,454.69488525390625,425.5550239609542
423,423,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000423.jpg,3,4,173.07373517963933,18,18,415.59576416015625,0.05830243229866028,1.9244506359100342,2.1051414012908936,1,0,0,0,0,-455.1790466308594,46.262508392333984,-905.4813232421875,76.20819854736328,-910.5374755859375,77.19929504394531,-1260.3177490234375,131.42630004882812,0.5580201745033264,0.4374008774757385,0.004578903317451477,-909.317626953125,76.89454650878906,11.437428916837497,11.437428916837497,-880.0394804307018,80.54598252489347,455.1705017089844,426.24141610968326
424,424,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000424.jpg,3,4,173.07373517963933,15,18,412.5725402832031,0.05564246326684952,1.8952836990356445,2.084094762802124,1,0,0,0,0,-458.2644958496094,46.520416259765625,-909.317626953125,76.89454650878906,-913.6656494140625,73.13375854492188,-1259.3497314453125,130.4329833984375,0.5608286261558533,0.4350431561470032,0.004128174856305122,-912.6541137695312,75.47946166992188,11.41545027376916,11.41545027376916,-884.0864047955886,79.91731298014712,455.3114929199219,427.12954808693536
425,425,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000425.jpg,3,4,173.07373517963933,16,18,408.89111328125,0.05503460764884949,1.9147752523422241,2.109243869781494,1,0,0,0,0,-461.3623352050781,46.86849594116211,-912.6541137695312,75.47946166992188,-915.7026977539062,77.11749267578125,-1268.0101318359375,133.24806213378906,0.5497174263000488,0.44412344694137573,0.006159109529107809,-916.1967163085938,76.56275177001953,11.507652077365359,11.507652077365359,-888.0413508497119,79.50414013951816,455.8026428222656,427.9253061735369
426,426,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000426.jpg,3,4,173.07373517963933,17,18,406.087158203125,0.057906340807676315,1.9314327239990234,2.1297147274017334,1,0,0,0,0,-464.4605407714844,47.21662139892578,-916.1967163085938,76.56275177001953,-919.17822265625,76.34901428222656,-1268.9637451171875,133.6269073486328,0.5595400929450989,0.43614131212234497,0.004318661522120237,-919.0206298828125,76.71597290039062,11.425010570934738,11.425010570934738,-891.8830509749539,79.15838314432446,455.51629638671875,428.61437023510405
427,427,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000427.jpg,3,4,173.07373517963933,13,18,402.3670959472656,0.05732295289635658,1.9578685760498047,2.147507667541504,1,0,0,0,0,-467.8744201660156,47.600215911865234,-919.0206298828125,76.71597290039062,-923.2953491210938,74.1548843383789,-1270.590576171875,135.0192108154297,0.5510050654411316,0.4431849718093872,0.005809929687529802,-922.9576416015625,75.919677734375,11.493547453767656,11.493547453767656,-895.7152467008725,78.7589779460822,455.9635009765625,428.9739401193672
428,428,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000428.jpg,3,4,173.07373517963933,12,18,398.2533874511719,0.05786638334393501,1.9408327341079712,2.09867262840271,1,0,0,0,0,-470.9468994140625,48.043270111083984,-922.9576416015625,75.919677734375,-928.26220703125,76.79789733886719,-1251.9090576171875,129.1990966796875,0.5540392994880676,0.4407227039337158,0.005237987730652094,-927.0185546875,76.58580017089844,11.46833245721786,11.46833245721786,-899.5843707619094,78.49037072979483,456.96392822265625,429.7174743707337
429,429,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000429.jpg,3,4,173.07373517963933,13,18,394.6060485839844,0.06649290025234222,1.9401273727416992,2.1377832889556885,1,0,0,0,0,-474.31005859375,48.52824783325195,-927.0185546875,76.58580017089844,-931.697509765625,78.42073059082031,-1274.976318359375,135.87599182128906,0.5611152648925781,0.4346338212490082,0.004250931553542614,-930.5313110351562,77.63536071777344,11.419385041745183,11.419385041745183,-903.4239875727704,78.38428881065758,457.1488342285156,430.15130736364887
430,430,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000430.jpg,3,4,173.07373517963933,15,18,391.71929931640625,0.06683169305324554,1.9223244190216064,2.1258609294891357,1,0,0,0,0,-477.67840576171875,49.013973236083984,-930.5313110351562,77.63536071777344,-933.5843505859375,78.67504119873047,-1273.750732421875,135.35079956054688,0.5609792470932007,0.43471401929855347,0.0043066623620688915,-933.3365478515625,78.33588409423828,11.421699441183396,11.421699441183396,-907.1332332852197,78.37828648303443,456.6006164550781,430.457560946146
431,431,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000431.jpg,3,4,173.07373517963933,12,18,388.31494140625,0.061557941138744354,1.9150176048278809,2.1122992038726807,1,0,0,0,0,-480.89501953125,49.441471099853516,-933.3365478515625,78.33588409423828,-937.264892578125,76.9527816772461,-1272.65869140625,135.3236083984375,0.5540540814399719,0.44065865874290466,0.0052873073145747185,-936.8617553710938,78.02772521972656,11.470034894214638,11.470034894214638,-910.805067073795,78.3349879064062,456.8619384765625,430.8798954366331
432,432,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000432.jpg,3,4,173.07373517963933,12,18,383.8937683105469,0.07537562400102615,1.9656425714492798,2.1698577404022217,1,0,0,0,0,-484.1122741699219,49.869056701660156,-936.8617553710938,78.02772521972656,-941.7007446289062,76.64836120605469,-1286.4969482421875,142.09719848632812,0.5483505129814148,0.44482654333114624,0.0068229264579713345,-941.3997802734375,77.8512954711914,11.532159080862932,11.532159080862932,-914.5667751923669,78.27551652817931,458.142822265625,431.3907792365963
433,433,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000433.jpg,3,4,173.07373517963933,13,18,379.9908752441406,0.09375183284282684,1.9368277788162231,2.143939971923828,1,0,0,0,0,-487.6457824707031,50.33867263793945,-941.3997802734375,77.8512954711914,-945.5280151367188,79.38042449951172,-1291.9176025390625,144.19960021972656,0.5561968684196472,0.43819937109947205,0.005603747442364693,-945.1729736328125,78.89315795898438,11.477072054671954,11.477072054671954,-918.3482338263634,78.351827394613,458.4173583984375,431.6124864310534
434,434,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000434.jpg,3,4,173.07373517963933,14,18,376.6333312988281,0.10163269191980362,1.9769562482833862,2.168076276779175,1,0,0,0,0,-490.85565185546875,50.7122688293457,-945.1729736328125,78.89315795898438,-948.1287231445312,81.15953063964844,-1297.973388671875,147.72158813476562,0.5582584738731384,0.43644770979881287,0.0052938032895326614,-948.3306884765625,80.24666595458984,11.462352361307564,11.462352361307564,-922.0570044787753,78.58621519655549,458.4273986816406,432.10133463141636
435,435,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000435.jpg,3,4,173.07373517963933,18,18,373.3268127441406,0.07137342542409897,1.9135371446609497,2.1265461444854736,1,0,0,0,0,-494.0801086425781,51.087562561035156,-948.3306884765625,80.24666595458984,-952.2786865234375,81.14778137207031,-1274.976318359375,135.6294708251953,0.5585213899612427,0.4368335008621216,0.004645134322345257,-951.5726318359375,80.89756774902344,11.438845027047437,11.438845027047437,-925.7143148517066,78.87261716129606,458.46270751953125,432.52756817216164
436,436,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000436.jpg,3,4,173.07373517963933,14,18,369.6759033203125,0.06601431220769882,1.9162437915802002,2.15093994140625,1,0,0,0,0,-497.5927429199219,51.496395111083984,-951.5726318359375,80.89756774902344,-956.4295654296875,79.35348510742188,-1277.3203125,136.75047302246094,0.5554842948913574,0.4394153654575348,0.005100306123495102,-955.3682250976562,80.50394439697266,11.460836579503125,11.460836579503125,-929.3816438309851,79.07436504535126,458.693603515625,432.66869470263197
437,437,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000437.jpg,3,4,173.07373517963933,15,18,366.2619323730469,0.06397708505392075,1.8741642236709595,2.1041717529296875,1,0,0,0,0,-502.5533142089844,52.07494354248047,-955.3682250976562,80.50394439697266,-959.2080078125,81.91683197021484,-1273.2196044921875,134.1731414794922,0.5556915402412415,0.43921977281570435,0.0050886874087154865,-958.672119140625,81.39761352539062,11.460041080305887,11.460041080305887,-933.0041971248702,79.36169706522838,457.06036376953125,431.31488441842214
438,438,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000438.jpg,3,4,173.07373517963933,16,18,363.2936096191406,0.07415591925382614,1.9045262336730957,2.113377332687378,1,0,0,0,0,-507.5192565917969,52.654117584228516,-958.672119140625,81.39761352539062,-961.4127197265625,82.51080322265625,-1286.9732666015625,142.2053680419922,0.556557834148407,0.4383627474308014,0.005079392809420824,-961.541015625,82.1944580078125,11.458087327543973,11.458087327543973,-936.5340074514868,79.71209032395568,454.9817199707031,429.8671775606805
439,439,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000439.jpg,3,4,173.07373517963933,12,18,359.9628601074219,0.05642112344503403,1.9419023990631104,2.106133460998535,1,0,0,0,0,-510.8130798339844,53.07411193847656,-961.541015625,82.1944580078125,-965.9580078125,82.99371337890625,-1249.35986328125,128.34104919433594,0.5569048523902893,0.4384166896343231,0.004678421188145876,-964.8240356445312,82.76075744628906,11.443146516689104,11.443146516689104,-940.0371917935711,80.08961002292195,454.9804992675781,430.0734535218914
440,440,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000440.jpg,3,4,173.07373517963933,13,18,356.587646484375,0.05793183669447899,1.9354232549667358,2.110743761062622,1,0,0,0,0,-514.106201171875,53.494014739990234,-964.8240356445312,82.76075744628906,-968.8763427734375,85.36933898925781,-1259.2989501953125,130.59107971191406,0.5567115545272827,0.43854984641075134,0.004738616291433573,-967.99658203125,84.13140106201172,11.445673425237207,11.445673425237207,-943.4982559819971,80.58993918259164,454.9232177734375,430.2461224176902
441,441,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000441.jpg,3,4,173.07373517963933,16,18,354.1961364746094,0.062452055513858795,1.9344197511672974,2.135890483856201,1,0,0,0,0,-517.384521484375,53.91202926635742,-967.99658203125,84.13140106201172,-970.2828369140625,83.76738739013672,-1273.486572265625,135.29832458496094,0.5575364232063293,0.4378167688846588,0.004646828398108482,-970.4171142578125,84.20979309082031,11.44080713492835,11.44080713492835,-946.8314505957038,81.03816315352258,454.0445861816406,430.302791139931
442,442,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000442.jpg,3,4,173.07373517963933,15,18,349.9525146484375,0.060597170144319534,1.919461727142334,2.123805284500122,1,0,0,0,0,-520.5798950195312,54.30464172363281,-970.4171142578125,84.20979309082031,-974.9908447265625,86.02501678466797,-1275.318115234375,135.92288208007812,0.5456440448760986,0.44763052463531494,0.006725439801812172,-974.5150756835938,85.37013244628906,11.533290090492578,11.533290090492578,-950.2348565727796,81.57073250225137,454.9969177246094,430.51925124629577
443,443,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000443.jpg,3,4,173.07373517963933,16,18,346.806396484375,0.07739385962486267,1.9577300548553467,2.161417245864868,1,0,0,0,0,-523.7677612304688,54.69633102416992,-974.5150756835938,85.37013244628906,-977.55322265625,88.89010620117188,-1285.1898193359375,141.12814331054688,0.5571576356887817,0.4379298686981201,0.0049124788492918015,-977.3717041015625,87.18553924560547,11.451034776285475,11.451034776285475,-953.5943180013912,82.26582896337862,454.7659606933594,430.70981660761703
444,444,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000444.jpg,3,4,173.07373517963933,18,18,343.6453857421875,0.06683707237243652,1.9531387090682983,2.1574249267578125,1,0,0,0,0,-527.260009765625,55.12541198730469,-977.3717041015625,87.18553924560547,-981.1229248046875,88.11939239501953,-1275.935791015625,136.1580810546875,0.5558540225028992,0.4393002986907959,0.004845639690756798,-980.46630859375,87.83308410644531,11.451111183919284,11.451111183919284,-956.9204479309979,82.95492618129654,454.385009765625,430.56076688980124
445,445,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000445.jpg,3,4,173.07373517963933,15,18,340.4276123046875,0.06242072209715843,1.9733878374099731,2.175097703933716,1,0,0,0,0,-530.6104736328125,55.52003479003906,-980.46630859375,87.83308410644531,-984.5274658203125,83.91844177246094,-1276.9921875,136.72671508789062,0.5493090748786926,0.44479361176490784,0.005897315684705973,-984.0214233398438,86.38021850585938,11.499422554641278,11.499422554641278,-960.2621640159807,83.37728568253515,454.4599304199219,430.55383110175813
446,446,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000446.jpg,3,4,173.07373517963933,16,18,336.04974365234375,0.06291099637746811,1.9868602752685547,2.1639511585235596,1,0,0,0,0,-533.94384765625,55.91264724731445,-984.0214233398438,86.38021850585938,-988.7651977539062,86.02806091308594,-1270.13330078125,134.8238067626953,0.5408557057380676,0.4511878192424774,0.007956488057971,-988.4381713867188,86.60676574707031,11.580603288373236,11.580603288373236,-963.7161297170244,83.77317262380183,455.52960205078125,430.6743819894326
447,447,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000447.jpg,3,4,173.07373517963933,16,18,332.6249694824219,0.06616908311843872,1.9652740955352783,2.152458906173706,1,0,0,0,0,-537.2784423828125,56.305397033691406,-988.4381713867188,86.60676574707031,-993.5372924804688,85.47604370117188,-1268.16552734375,133.41171264648438,0.5570734739303589,0.4382372796535492,0.004689228255301714,-991.9844970703125,86.33071899414062,11.443215016307715,11.443215016307715,-967.2210214447921,84.09027346676014,455.6962890625,430.83943720238454
448,448,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000448.jpg,3,4,173.07373517963933,18,18,328.9084167480469,0.08846147358417511,1.997789740562439,2.178995132446289,1,0,0,0,0,-540.4957885742188,56.66831588745117,-991.9844970703125,86.33071899414062,-995.4324340820312,86.0841293334961,-1299.3975830078125,147.96929931640625,0.5473024249076843,0.445579469203949,0.00711815245449543,-995.7091064453125,86.65959930419922,11.543599139841778,11.543599139841778,-970.7246816377531,84.4062667902572,456.2002258300781,431.12213390982436
449,449,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000449.jpg,3,4,173.07373517963933,18,18,325.4981384277344,0.094048872590065,2.0124878883361816,2.193890333175659,1,0,0,0,0,-543.7133178710938,57.03125762939453,-995.7091064453125,86.65959930419922,-999.0509643554688,83.97563934326172,-1299.2513427734375,147.8996124267578,0.5473827719688416,0.4455457329750061,0.007071543484926224,-999.3445434570312,85.89683532714844,11.541940167483679,11.541940167483679,-974.2467249913213,84.58970048541431,456.544677734375,431.4145134545199
450,450,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000450.jpg,3,4,173.07373517963933,13,18,320.43719482421875,0.12173818051815033,2.0304315090179443,2.2020304203033447,1,0,0,0,0,-547.2457885742188,57.429725646972656,-999.3445434570312,85.89683532714844,-1002.9341430664062,83.49048614501953,-1303.719970703125,151.5999298095703,0.5353711247444153,0.452772855758667,0.011856066063046455,-1004.5785522460938,85.58628845214844,11.706361046912319,11.706361046912319,-977.9347392720123,84.71087454533522,458.1986999511719,431.552121230311
451,451,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000451.jpg,3,4,173.07373517963933,16,18,316.7208557128906,0.10263095796108246,1.9612292051315308,2.162233829498291,1,0,0,0,0,-550.5067749023438,57.833740234375,-1004.5785522460938,85.58628845214844,-1009.0297241210938,87.62396240234375,-1282.1455078125,139.69400024414062,0.5548177361488342,0.43945956230163574,0.005722676869481802,-1008.123046875,86.79139709472656,11.483744045385285,11.483744045385285,-981.6736729792455,84.96855496885813,458.5315856933594,432.01989788426647
452,452,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000452.jpg,3,4,173.07373517963933,12,18,312.11798095703125,0.13720162212848663,2.054238796234131,2.2178382873535156,1,0,0,0,0,-553.7797241210938,58.23923110961914,-1008.123046875,86.79139709472656,-1013.5064697265625,87.30963897705078,-1305.6220703125,152.35276794433594,0.5510876178741455,0.4415949583053589,0.0073174359276890755,-1012.6773681640625,87.49999237060547,11.543697037763133,11.543697037763133,-985.4939237074441,85.28047667753724,459.8295593261719,432.5602606416216
453,453,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000453.jpg,3,4,173.07373517963933,12,18,307.8548278808594,0.14713770151138306,2.037717580795288,2.212921619415283,1,0,0,0,0,-557.03955078125,58.64310836791992,-1012.6773681640625,87.49999237060547,-1017.5781860351562,86.49650573730469,-1303.558349609375,151.2353057861328,0.551594614982605,0.44088152050971985,0.0075238896533846855,-1017.026611328125,87.53711700439453,11.549481847193462,11.549481847193462,-989.3778619747914,85.55843115533354,460.8936462402344,433.1753108458907
454,454,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000454.jpg,3,4,173.07373517963933,13,18,303.1358947753906,0.1653364896774292,2.062892198562622,2.2297260761260986,1,0,0,0,0,-560.0980224609375,59.04023742675781,-1017.026611328125,87.53711700439453,-1021.224853515625,89.4150619506836,-1305.6611328125,152.8787841796875,0.5475155711174011,0.443272203207016,0.009212165139615536,-1021.5464477539062,88.97148895263672,11.609572503018963,11.609572503018963,-993.3224838906174,85.97695196565662,462.4181213378906,434.0610793093367
455,455,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000455.jpg,3,4,173.07373517963933,13,18,299.42144775390625,0.1533554643392563,2.025439500808716,2.1913247108459473,1,0,0,0,0,-563.4530639648438,59.47587966918945,-1021.5464477539062,88.97148895263672,-1025.3089599609375,90.26544952392578,-1305.5906982421875,152.54237365722656,0.5548824667930603,0.43830108642578125,0.006816480308771133,-1025.1317138671875,89.97196960449219,11.52043509391585,11.52043509391585,-997.2516896063107,86.47043282490316,462.68475341796875,434.6377267432065
456,456,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000456.jpg,3,4,173.07373517963933,18,18,295.275146484375,0.15053831040859222,2.031550407409668,2.2040746212005615,1,0,0,0,0,-566.8129272460938,59.91215133666992,-1025.1317138671875,89.97196960449219,-1028.6248779296875,92.44964599609375,-1305.60400390625,152.35247802734375,0.5487219095230103,0.4428977966308594,0.008380257524549961,-1029.0291748046875,91.59209442138672,11.581716724337786,11.581716724337786,-1001.1575880468176,87.09995683907944,463.3006286621094,435.1947393226769
457,457,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000457.jpg,3,4,173.07373517963933,18,18,291.36248779296875,0.14049234986305237,2.0282018184661865,2.2018275260925293,1,0,0,0,0,-571.9577026367188,60.5113410949707,-1029.0291748046875,91.59209442138672,-1033.302490234375,92.32513427734375,-1305.527099609375,152.02452087402344,0.5526229739189148,0.4402928948402405,0.007084084674715996,-1032.869384765625,92.34294891357422,11.533365311325209,11.533365311325209,-1005.0708029050618,87.74693861275489,462.0095520019531,433.96858802937163
458,458,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000458.jpg,3,4,173.07373517963933,18,18,287.17047119140625,0.14446230232715607,2.0446724891662598,2.2193827629089355,1,0,0,0,0,-576.65771484375,61.05874252319336,-1032.869384765625,92.34294891357422,-1037.3623046875,91.18049621582031,-1305.556640625,152.2997589111328,0.5482122302055359,0.44337886571884155,0.008408899419009686,-1037.1544189453125,92.33171081542969,11.583477001955167,11.583477001955167,-1009.0141414404429,88.31044457417988,461.557373046875,433.21442137137734
459,459,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000459.jpg,3,4,173.07373517963933,14,18,283.8652648925781,0.11784228682518005,2.002727746963501,2.186460018157959,1,0,0,0,0,-580.2291259765625,61.46540451049805,-1037.1544189453125,92.33171081542969,-1040.541748046875,90.1981201171875,-1301.6221923828125,149.22605895996094,0.5490081906318665,0.44347673654556274,0.007515098433941603,-1040.6441650390625,91.81307983398438,11.55367869916152,11.55367869916152,-1012.9115614307754,88.7420358007195,461.41412353515625,433.54135277402514
460,460,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000460.jpg,3,4,173.07373517963933,14,18,278.9532165527344,0.13988308608531952,2.003652572631836,2.184680461883545,1,0,0,0,0,-583.4779663085938,61.83534622192383,-1040.6441650390625,91.81307983398438,-1043.694091796875,96.07990264892578,-1305.5845947265625,152.5888671875,0.5380728840827942,0.45026347041130066,0.011663708835840225,-1045.1075439453125,94.44315338134766,11.697105630469656,11.697105630469656,-1016.8358523290638,89.43693131514057,462.77978515625,434.23600135846493
461,461,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000461.jpg,3,4,173.07373517963933,17,18,275.4530029296875,0.14278985559940338,2.0227622985839844,2.183166265487671,1,0,0,0,0,-586.7272338867188,62.20532989501953,-1045.1075439453125,94.44315338134766,-1048.5333251953125,99.81364440917969,-1305.564453125,152.2342987060547,0.557624101638794,0.4365130662918091,0.00586283253505826,-1048.1298828125,97.12626647949219,11.483233990495526,11.483233990495526,-1020.7168379867568,90.39053809026781,462.72222900390625,434.90387722796544
462,462,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000462.jpg,3,4,173.07373517963933,18,18,271.6601867675781,0.13886435329914093,1.9979802370071411,2.1527626514434814,1,0,0,0,0,-590.1856689453125,62.6106071472168,-1048.1298828125,97.12626647949219,-1052.059326171875,98.77383422851562,-1305.59423828125,152.43490600585938,0.5501633882522583,0.4424511194229126,0.007385486736893654,-1051.77001953125,98.26371765136719,11.547512592385361,11.547512592385361,-1024.5458188720168,91.3613324677288,462.959228515625,435.3106293795323
