pair_current_index,pair_next_index,current_frame_id,next_frame_id,reference_current_x,reference_current_y,search_center_x,search_center_y,search_center_error_m,final_ms_x,final_ms_y,final_error_m,reference_next_x,reference_next_y,provisional_next_x,provisional_next_y,provisional_next_error_m,ms_candidate_count,gru_next_xy_x,gru_next_xy_y,kalman_next_xy_x,kalman_next_xy_y
625,626,625,626,-1152.774169921875,130.48870849609375,-1152.774169921875,130.48870849609375,0.0,-1151.2266845703125,127.24398040771484,3.5948534435795216,-1157.5660400390625,130.9765625,-1152.347412109375,127.7486343383789,6.1362527396694615,36,-1151.090087890625,127.64022064208984,-1152.347412109375,127.7486343383789
626,627,626,627,-1157.5660400390625,130.9765625,-1157.5660400390625,130.9765625,0.0,-1152.830078125,126.72171783447266,6.3665562417383095,-1162.83349609375,131.51284790039062,-1153.84423828125,127.93194580078125,9.676239758634503,36,-1153.209716796875,127.69994354248047,-1153.84423828125,127.93194580078125
627,628,627,628,-1162.83349609375,131.51284790039062,-1162.83349609375,131.51284790039062,0.0,-1154.8369140625,125.21773529052734,10.177119776900048,-1166.059814453125,131.87962341308594,-1156.3555908203125,127.27501678466797,10.741245668827585,36,-1157.2974853515625,126.05528259277344,-1156.3555908203125,127.27501678466797
628,629,628,629,-1166.059814453125,131.87962341308594,-1166.059814453125,131.87962341308594,0.0,-1162.817626953125,119.1611099243164,13.125256765075827,-1169.593994140625,132.28140258789062,-1160.5472412109375,122.84194946289062,13.074670698334304,36,-1164.607421875,118.14496612548828,-1160.5472412109375,122.84194946289062
629,630,629,630,-1169.593994140625,132.28140258789062,-1169.593994140625,132.28140258789062,0.0,-1167.0223388671875,121.99533081054688,10.602673410704798,-1172.8212890625,132.64830017089844,-1165.6346435546875,122.09197998046875,12.770425584836046,36,-1169.90869140625,122.47883605957031,-1165.6346435546875,122.09197998046875
630,631,630,631,-1172.8212890625,132.64830017089844,-1172.8212890625,132.64830017089844,0.0,-1171.9356689453125,121.70376586914062,10.980307558275431,-1176.306640625,133.05859375,-1169.0577392578125,121.05529022216797,14.022334563562435,36,-1169.3172607421875,120.94473266601562,-1169.0577392578125,121.05529022216797
631,632,631,632,-1176.306640625,133.05859375,-1176.306640625,133.05859375,0.0,-1176.232421875,126.3833236694336,6.675682667065339,-1179.4820556640625,133.43240356445312,-1174.1824951171875,122.5558853149414,12.0989252093711,36,-1177.000732421875,125.50041961669922,-1174.1824951171875,122.5558853149414
632,633,632,633,-1179.4820556640625,133.43240356445312,-1179.4820556640625,133.43240356445312,0.0,-1180.768798828125,125.312255859375,8.221466214888139,-1182.6558837890625,133.8060302734375,-1179.903076171875,123.2583236694336,10.901012080600275,36,-1182.82666015625,124.5694580078125,-1179.903076171875,123.2583236694336
633,634,633,634,-1182.6558837890625,133.8060302734375,-1182.6558837890625,133.8060302734375,0.0,-1180.7152099609375,125.22755432128906,8.795252388007883,-1185.9276123046875,134.1812286376953,-1183.14501953125,124.10396575927734,10.454379448993011,36,-1181.73583984375,125.28762817382812,-1183.14501953125,124.10396575927734
634,635,634,635,-1185.9276123046875,134.1812286376953,-1185.9276123046875,134.1812286376953,0.0,-1184.054443359375,126.23348999023438,8.165495178250206,-1189.1968994140625,134.55615234375,-1184.8914794921875,125.26958465576172,10.236062725836831,36,-1182.39794921875,127.23043060302734,-1184.8914794921875,125.26958465576172
635,636,635,636,-1189.1968994140625,134.55615234375,-1189.1968994140625,134.55615234375,0.0,-1186.126708984375,127.45393371582031,7.737414213641155,-1192.4599609375,134.93035888671875,-1186.992431640625,127.19624328613281,9.471558516707438,36,-1185.3778076171875,130.43228149414062,-1186.992431640625,127.19624328613281
636,637,636,637,-1192.4599609375,134.93035888671875,-1192.4599609375,134.93035888671875,0.0,-1185.916015625,128.8494110107422,8.933148791066596,-1195.830322265625,135.3661651611328,-1189.3470458984375,129.2910919189453,8.884784035151023,36,-1188.2996826171875,131.7376251220703,-1189.3470458984375,129.2910919189453
637,638,637,638,-1195.830322265625,135.3661651611328,-1195.830322265625,135.3661651611328,0.0,-1191.4698486328125,129.36483764648438,7.418198045383355,-1198.9063720703125,135.763916015625,-1193.6395263671875,131.08551025390625,7.044653584940105,36,-1195.1961669921875,132.24871826171875,-1193.6395263671875,131.08551025390625
638,639,638,639,-1198.9063720703125,135.763916015625,-1198.9063720703125,135.763916015625,0.0,-1198.1805419921875,135.310791015625,0.8556585580334855,-1202.2740478515625,136.19940185546875,-1197.7198486328125,134.56817626953125,4.837522861577013,36,-1199.410888671875,137.96705627441406,-1197.7198486328125,134.56817626953125
639,640,639,640,-1202.2740478515625,136.19940185546875,-1202.2740478515625,136.19940185546875,0.0,-1197.302490234375,135.1664581298828,5.077731568450858,-1205.513671875,136.6173858642578,-1200.5841064453125,136.98585510253906,4.94331719649161,36,-1199.55615234375,138.00076293945312,-1200.5841064453125,136.98585510253906
640,641,640,641,-1205.513671875,136.6173858642578,-1205.513671875,136.6173858642578,0.0,-1201.8328857421875,136.42129516601562,3.686005713159152,-1209.05029296875,137.07369995117188,-1204.62060546875,138.96499633789062,4.816547868553955,36,-1205.6748046875,139.04232788085938,-1204.62060546875,138.96499633789062
641,642,641,642,-1209.05029296875,137.07369995117188,-1209.05029296875,137.07369995117188,0.0,-1207.9000244140625,136.17013549804688,1.4627188618644222,-1212.2823486328125,137.49070739746094,-1209.552978515625,139.62510681152344,3.4648408470442695,36,-1211.3095703125,137.7727508544922,-1209.552978515625,139.62510681152344
642,643,642,643,-1212.2823486328125,137.49070739746094,-1212.2823486328125,137.49070739746094,0.0,-1211.453369140625,137.8117218017578,0.8889641422653238,-1217.07568359375,138.0948028564453,-1214.400146484375,140.01988220214844,3.2961233761641116,36,-1215.3128662109375,138.2864990234375,-1214.400146484375,140.01988220214844
643,644,643,644,-1217.07568359375,138.0948028564453,-1217.07568359375,138.0948028564453,0.0,-1215.558837890625,138.8057861328125,1.675206884645176,-1222.351806640625,138.75975036621094,-1222.601806640625,140.7602996826172,2.016109512743173,36,-1225.175537109375,139.98744201660156,-1222.601806640625,140.7602996826172
644,645,644,645,-1222.351806640625,138.75975036621094,-1222.351806640625,138.75975036621094,0.0,-1216.1998291015625,139.6819305419922,6.220710885239197,-1225.7900390625,139.18380737304688,-1225.738037109375,141.50439453125,2.321169740011719,36,-1224.2247314453125,140.88619995117188,-1225.738037109375,141.50439453125
645,646,645,646,-1225.7900390625,139.18380737304688,-1225.7900390625,139.18380737304688,0.0,-1216.16259765625,138.50735473632812,9.651176933436705,-1228.926513671875,139.57064819335938,-1227.8121337890625,141.88375854492188,2.567551756386382,36,-1225.98095703125,140.95555114746094,-1227.8121337890625,141.88375854492188
646,647,646,647,-1228.926513671875,139.57064819335938,-1228.926513671875,139.57064819335938,0.0,-1220.6812744140625,136.53125,8.787599888272602,-1232.3702392578125,139.99539184570312,-1231.0435791015625,141.6241455078125,2.100682189674577,36,-1230.393798828125,139.966796875,-1231.0435791015625,141.6241455078125
647,648,647,648,-1232.3702392578125,139.99539184570312,-1232.3702392578125,139.99539184570312,0.0,-1227.551513671875,131.49203491210938,9.773801482159621,-1235.4542236328125,140.3231964111328,-1234.5220947265625,138.7344512939453,1.8420030795994735,36,-1234.1009521484375,134.91949462890625,-1234.5220947265625,138.7344512939453
648,649,648,649,-1235.4542236328125,140.3231964111328,-1235.4542236328125,140.3231964111328,0.0,-1226.230712890625,131.78196716308594,12.570829227976155,-1238.84326171875,140.68341064453125,-1235.56494140625,136.96571350097656,4.956677932097746,36,-1231.8016357421875,135.2764434814453,-1235.56494140625,136.96571350097656
649,650,649,650,-1238.84326171875,140.68341064453125,-1238.84326171875,140.68341064453125,0.0,-1240.2532958984375,131.9374237060547,8.85892114853099,-1242.215087890625,141.0417938232422,-1240.0604248046875,135.89663696289062,5.57810112238246,36,-1244.61328125,135.27703857421875,-1240.0604248046875,135.89663696289062
650,651,650,651,-1242.215087890625,141.0417938232422,-1242.215087890625,141.0417938232422,0.0,-1252.7611083984375,133.19772338867188,13.143362946129956,-1245.4859619140625,141.40354919433594,-1247.938720703125,133.96092224121094,7.836371714046371,36,-1256.1778564453125,132.2913360595703,-1247.938720703125,133.96092224121094
651,652,651,652,-1245.4859619140625,141.40354919433594,-1245.4859619140625,141.40354919433594,0.0,-1258.21875,133.74212646484375,14.860056886882077,-1248.7310791015625,141.76246643066406,-1256.687744140625,132.50326538085938,12.208248139046965,36,-1260.274169921875,131.7637939453125,-1256.687744140625,132.50326538085938
652,653,652,653,-1248.7310791015625,141.76246643066406,-1248.7310791015625,141.76246643066406,0.0,-1257.752685546875,133.88534545898438,11.976577877531629,-1251.978271484375,142.12159729003906,-1260.4915771484375,132.19345092773438,13.078396825341493,36,-1258.3651123046875,133.59100341796875,-1260.4915771484375,132.19345092773438
653,654,653,654,-1251.978271484375,142.12159729003906,-1251.978271484375,142.12159729003906,0.0,-1261.657470703125,136.05824279785156,11.42152201828552,-1255.0576171875,142.5076904296875,-1264.52587890625,133.14590454101562,13.315067217257393,36,-1263.6531982421875,136.3466796875,-1264.52587890625,133.14590454101562
654,655,654,655,-1255.0576171875,142.5076904296875,-1255.0576171875,142.5076904296875,0.0,-1266.8701171875,137.9194793701172,12.672286178001322,-1258.449462890625,142.93296813964844,-1269.8956298828125,135.41091918945312,13.696567424803087,36,-1270.559814453125,139.71188354492188,-1269.8956298828125,135.41091918945312
655,656,655,656,-1258.449462890625,142.93296813964844,-1258.449462890625,142.93296813964844,0.0,-1266.8773193359375,137.63571166992188,9.954380461327334,-1261.833251953125,143.35723876953125,-1273.6634521484375,137.02597045898438,13.417846141661746,36,-1272.2276611328125,139.24887084960938,-1273.6634521484375,137.02597045898438
656,657,656,657,-1261.833251953125,143.35723876953125,-1261.833251953125,143.35723876953125,0.0,-1271.423095703125,141.63815307617188,9.74270797933136,-1264.9708251953125,143.75038146972656,-1277.3604736328125,139.16824340820312,13.209821256160431,36,-1275.9014892578125,141.89239501953125,-1277.3604736328125,139.16824340820312
657,658,657,658,-1264.9708251953125,143.75038146972656,-1264.9708251953125,143.75038146972656,0.0,-1280.070556640625,138.82330322265625,15.883261307845835,-1268.41943359375,144.18252563476562,-1282.5545654296875,138.87940979003906,15.097184826381499,36,-1283.1129150390625,137.50599670410156,-1282.5545654296875,138.87940979003906
658,659,658,659,-1268.41943359375,144.18252563476562,-1268.41943359375,144.18252563476562,0.0,-1279.9154052734375,139.41961669921875,12.4435793238316,-1271.8720703125,144.6151580810547,-1284.485595703125,139.02835083007812,13.795413659601,36,-1281.868896484375,138.39776611328125,-1284.485595703125,139.02835083007812
659,660,659,660,-1271.8720703125,144.6151580810547,-1271.8720703125,144.6151580810547,0.0,-1284.2283935546875,143.2763671875,12.428639713262589,-1275.4356689453125,145.05332946777344,-1287.7657470703125,140.65408325195312,13.091378607160243,36,-1287.4052734375,142.21917724609375,-1287.7657470703125,140.65408325195312
660,661,660,661,-1275.4356689453125,145.05332946777344,-1275.4356689453125,145.05332946777344,0.0,-1287.1917724609375,146.27276611328125,11.81917914249961,-1278.6759033203125,145.45175170898438,-1291.84033203125,142.77735900878906,13.43333761952753,36,-1292.22802734375,144.75729370117188,-1291.84033203125,142.77735900878906
661,662,661,662,-1278.6759033203125,145.45175170898438,-1278.6759033203125,145.45175170898438,0.0,-1289.08642578125,146.46046447753906,10.459277191045729,-1281.9212646484375,145.85079956054688,-1294.4122314453125,144.5116424560547,12.562547244533873,36,-1293.00634765625,145.45582580566406,-1294.4122314453125,144.5116424560547
662,663,662,663,-1281.9212646484375,145.85079956054688,-1281.9212646484375,145.85079956054688,0.0,-1289.261474609375,146.70370483398438,7.389596042822881,-1287.15234375,146.4442901611328,-1293.797607421875,145.5611572265625,6.703689510177539,36,-1290.3316650390625,145.25218200683594,-1293.797607421875,145.5611572265625
663,664,663,664,-1287.15234375,146.4442901611328,-1287.15234375,146.4442901611328,0.0,-1289.07958984375,145.94168090820312,1.9917061949507444,-1291.929443359375,146.9862518310547,-1293.3095703125,145.54420471191406,1.9960586916631164,36,-1290.156005859375,143.7108917236328,-1293.3095703125,145.54420471191406
664,665,664,665,-1291.929443359375,146.9862518310547,-1291.929443359375,146.9862518310547,0.0,-1289.98486328125,145.67361450195312,2.3461475737880417,-1295.079345703125,147.35333251953125,-1292.68408203125,145.6348114013672,2.9479828512696553,36,-1289.7218017578125,144.43626403808594,-1292.68408203125,145.6348114013672
665,666,665,666,-1295.079345703125,147.35333251953125,-1295.079345703125,147.35333251953125,0.0,-1291.3466796875,146.33700561523438,3.868554763810315,-1298.24267578125,147.72198486328125,-1292.361328125,145.41036987304688,6.319320700578001,36,-1290.9300537109375,144.08595275878906,-1292.361328125,145.41036987304688
666,667,666,667,-1298.24267578125,147.72198486328125,-1298.24267578125,147.72198486328125,0.0,-1293.1998291015625,146.05865478515625,5.310081881066483,-1301.38623046875,148.08831787109375,-1292.626708984375,145.3980255126953,9.16334489195317,36,-1292.43603515625,144.65965270996094,-1292.626708984375,145.3980255126953
667,668,667,668,-1301.38623046875,148.08831787109375,-1301.38623046875,148.08831787109375,0.0,-1294.143798828125,145.31948852539062,7.753659266098357,-1303.9444580078125,148.41761779785156,-1294.5076904296875,145.17266845703125,9.979092070325905,36,-1296.297607421875,144.30235290527344,-1294.5076904296875,145.17266845703125
668,669,668,669,-1303.9444580078125,148.41761779785156,-1303.9444580078125,148.41761779785156,0.0,-1298.531494140625,149.1061553955078,5.456579684276927,-1306.722412109375,148.77520751953125,-1295.9874267578125,146.1903839111328,11.041794400585232,36,-1296.9124755859375,147.43463134765625,-1295.9874267578125,146.1903839111328
669,670,669,670,-1306.722412109375,148.77520751953125,-1306.722412109375,148.77520751953125,0.0,-1298.544921875,148.99652099609375,8.180484471484966,-1309.515380859375,149.1347198486328,-1297.8994140625,147.32113647460938,11.756690405068795,36,-1299.114501953125,148.40582275390625,-1297.8994140625,147.32113647460938
670,671,670,671,-1309.515380859375,149.1347198486328,-1309.515380859375,149.1347198486328,0.0,-1304.2481689453125,150.73501586914062,5.504949473055596,-1311.37646484375,149.42196655273438,-1301.99072265625,148.6925506591797,9.414042912372318,36,-1305.97802734375,149.89178466796875,-1301.99072265625,148.6925506591797
671,672,671,672,-1311.37646484375,149.42196655273438,-1311.37646484375,149.42196655273438,0.0,-1304.091552734375,150.9989776611328,7.453650681198481,-1313.2392578125,149.70947265625,-1304.328369140625,149.58555603027344,8.91175023509656,36,-1304.7545166015625,149.76211547851562,-1304.328369140625,149.58555603027344
672,673,672,673,-1313.2392578125,149.70947265625,-1313.2392578125,149.70947265625,0.0,-1308.5234375,151.2670135498047,4.966376431049375,-1315.285400390625,150.02528381347656,-1306.2843017578125,149.86793518066406,9.002473837222023,36,-1306.0931396484375,149.05078125,-1306.2843017578125,149.86793518066406
673,674,673,674,-1315.285400390625,150.02528381347656,-1315.285400390625,150.02528381347656,0.0,-1309.6934814453125,149.34982299804688,5.632566449153157,-1316.1864013671875,150.5006103515625,-1307.7518310546875,149.40391540527344,8.505569714118057,36,-1306.92919921875,147.6815948486328,-1307.7518310546875,149.40391540527344
674,675,674,675,-1316.1864013671875,150.5006103515625,-1316.1864013671875,150.5006103515625,0.0,-1310.6845703125,148.7034912109375,5.787899632848215,-1317.1728515625,151.02105712890625,-1309.35205078125,148.5018768310547,8.216519593665197,36,-1308.919189453125,146.59051513671875,-1309.35205078125,148.5018768310547
675,676,675,676,-1317.1728515625,151.02105712890625,-1317.1728515625,151.02105712890625,0.0,-1314.6162109375,148.3760986328125,3.678616143532633,-1318.155029296875,151.5392303466797,-1311.74853515625,147.7869873046875,7.424452506416971,36,-1312.895263671875,146.55093383789062,-1311.74853515625,147.7869873046875
676,677,676,677,-1318.155029296875,151.5392303466797,-1318.155029296875,151.5392303466797,0.0,-1315.3724365234375,147.89981079101562,4.581287727804989,-1318.270751953125,152.68544006347656,-1313.46435546875,147.1300048828125,7.346040240263615,36,-1313.00341796875,146.29505920410156,-1313.46435546875,147.1300048828125
677,678,677,678,-1318.270751953125,152.68544006347656,-1318.270751953125,152.68544006347656,0.0,-1315.8857421875,147.1092529296875,6.064827658982677,-1318.3973388671875,153.93800354003906,-1315.197021484375,147.57577514648438,7.12179622584677,36,-1314.899169921875,148.59033203125,-1315.197021484375,147.57577514648438
678,679,678,679,-1318.3973388671875,153.93800354003906,-1318.3973388671875,153.93800354003906,0.0,-1316.5677490234375,152.61807250976562,2.2560179345545657,-1318.5125732421875,155.0791778564453,-1315.19580078125,149.16766357421875,6.778420219092501,36,-1312.3096923828125,151.82920837402344,-1315.19580078125,149.16766357421875
679,680,679,680,-1318.5125732421875,155.0791778564453,-1318.5125732421875,155.0791778564453,0.0,-1316.617431640625,151.797119140625,3.789917031290389,-1318.345703125,156.9526824951172,-1314.565185546875,150.06752014160156,7.854793045827556,36,-1311.4881591796875,150.92678833007812,-1314.565185546875,150.06752014160156
680,681,680,681,-1318.345703125,156.9526824951172,-1318.345703125,156.9526824951172,0.0,-1317.1802978515625,151.608642578125,5.46963729014656,-1318.178955078125,158.82598876953125,-1315.0810546875,151.6746063232422,7.7935394862235645,36,-1314.4150390625,153.35296630859375,-1315.0810546875,151.6746063232422
681,682,681,682,-1318.178955078125,158.82598876953125,-1318.178955078125,158.82598876953125,0.0,-1316.7783203125,158.3524169921875,1.4785289902379044,-1318.0120849609375,160.70082092285156,-1315.6190185546875,155.23837280273438,5.963648739630302,36,-1315.189453125,159.7587127685547,-1315.6190185546875,155.23837280273438
682,683,682,683,-1318.0120849609375,160.70082092285156,-1318.0120849609375,160.70082092285156,0.0,-1316.1513671875,158.95123291015625,2.554080822243756,-1317.7344970703125,164.33676147460938,-1315.60595703125,157.82528686523438,6.850546276497043,36,-1314.475830078125,159.6899871826172,-1315.60595703125,157.82528686523438
683,684,683,684,-1317.7344970703125,164.33676147460938,-1317.7344970703125,164.33676147460938,0.0,-1316.531005859375,163.6313018798828,1.395014098350112,-1317.429931640625,168.32620239257812,-1316.1044921875,161.96641540527344,6.496435966573544,36,-1315.978271484375,165.42404174804688,-1316.1044921875,161.96641540527344
684,685,684,685,-1317.429931640625,168.32620239257812,-1317.429931640625,168.32620239257812,0.0,-1315.7216796875,168.62979125976562,1.7350190015200313,-1317.1402587890625,171.25146484375,-1317.720458984375,167.12435913085938,4.167689267689603,36,-1319.0260009765625,171.27867126464844,-1317.720458984375,167.12435913085938
685,686,685,686,-1317.1402587890625,171.25146484375,-1317.1402587890625,171.25146484375,0.0,-1315.59228515625,168.93136596679688,2.789100422487846,-1316.8477783203125,174.20419311523438,-1318.4703369140625,170.56288146972656,3.9864579378017764,36,-1318.37451171875,171.31060791015625,-1318.4703369140625,170.56288146972656
686,687,686,687,-1316.8477783203125,174.20419311523438,-1316.8477783203125,174.20419311523438,0.0,-1315.205322265625,172.95330810546875,2.0645520577684584,-1316.53125,177.39874267578125,-1317.52587890625,172.91973876953125,4.588111011445869,36,-1315.1324462890625,171.89691162109375,-1317.52587890625,172.91973876953125
687,688,687,688,-1316.53125,177.39874267578125,-1316.53125,177.39874267578125,0.0,-1315.772705078125,181.04421997070312,3.723559467269626,-1316.0787353515625,180.78321838378906,-1316.038330078125,177.18458557128906,3.598859639569626,36,-1313.42919921875,179.5700225830078,-1316.038330078125,177.18458557128906
688,689,688,689,-1316.0787353515625,180.78321838378906,-1316.0787353515625,180.78321838378906,0.0,-1315.2010498046875,181.20468139648438,0.9736339097748583,-1315.6666259765625,183.8644256591797,-1315.053955078125,180.80027770996094,3.124798919049622,36,-1313.7838134765625,181.45303344726562,-1315.053955078125,180.80027770996094
689,690,689,690,-1315.6666259765625,183.8644256591797,-1315.6666259765625,183.8644256591797,0.0,-1312.89208984375,186.1788787841797,3.6131349296842497,-1315.2138671875,187.25051879882812,-1313.3233642578125,185.2480010986328,2.7539205628980192,36,-1311.13671875,186.72482299804688,-1313.3233642578125,185.2480010986328
690,691,690,691,-1315.2138671875,187.25051879882812,-1315.2138671875,187.25051879882812,0.0,-1316.7010498046875,193.43698120117188,6.362706121806779,-1314.7470703125,190.73597717285156,-1314.0072021484375,191.22108459472656,0.8847226180851395,36,-1316.541015625,194.62997436523438,-1314.0072021484375,191.22108459472656
691,692,691,692,-1314.7470703125,190.73597717285156,-1314.7470703125,190.73597717285156,0.0,-1318.8638916015625,194.6627197265625,5.689246400816414,-1314.2811279296875,194.21517944335938,-1315.7818603515625,195.71511840820312,2.1217951598406817,36,-1319.3756103515625,196.18980407714844,-1315.7818603515625,195.71511840820312
692,693,692,693,-1314.2811279296875,194.21517944335938,-1314.2811279296875,194.21517944335938,0.0,-1320.151123046875,197.50575256347656,6.729391810159582,-1313.8555908203125,197.3917236328125,-1317.6365966796875,199.6731719970703,4.415995012157818,36,-1320.2279052734375,199.3445281982422,-1317.6365966796875,199.6731719970703
693,694,693,694,-1313.8555908203125,197.3917236328125,-1313.8555908203125,197.3917236328125,0.0,-1320.3680419921875,201.2799530029297,7.584876261396619,-1313.488037109375,200.5451202392578,-1319.7066650390625,203.7904815673828,7.014535157655047,36,-1321.5419921875,203.74307250976562,-1319.7066650390625,203.7904815673828
694,695,694,695,-1313.488037109375,200.5451202392578,-1313.488037109375,200.5451202392578,0.0,-1319.583251953125,202.22898864746094,6.323531988344398,-1313.083740234375,204.0124969482422,-1320.6134033203125,206.9472198486328,8.081362799046149,36,-1320.5997314453125,205.53329467773438,-1320.6134033203125,206.9472198486328
695,696,695,696,-1313.083740234375,204.0124969482422,-1313.083740234375,204.0124969482422,0.0,-1318.831787109375,202.68789672851562,5.898695501489878,-1312.68115234375,207.4661407470703,-1322.4970703125,208.01393127441406,9.83119118067982,36,-1323.82568359375,203.75437927246094,-1322.4970703125,208.01393127441406
696,697,696,697,-1312.68115234375,207.4661407470703,-1312.68115234375,207.4661407470703,0.0,-1318.955078125,204.8361358642578,6.802872216369423,-1312.3173828125,210.70709228515625,-1323.2218017578125,208.9005889892578,11.053045132133592,36,-1322.6864013671875,205.70521545410156,-1323.2218017578125,208.9005889892578
697,698,697,698,-1312.3173828125,210.70709228515625,-1312.3173828125,210.70709228515625,0.0,-1317.763671875,208.521240234375,5.868561471111274,-1311.955322265625,213.93289184570312,-1323.1314697265625,211.363037109375,11.467799502714016,36,-1321.654052734375,211.12789916992188,-1323.1314697265625,211.363037109375
698,699,698,699,-1311.955322265625,213.93289184570312,-1311.955322265625,213.93289184570312,0.0,-1318.6746826171875,208.00579833984375,8.959924160468686,-1311.557861328125,217.4737548828125,-1321.492431640625,211.20684814453125,11.746054970087672,36,-1318.30322265625,206.83718872070312,-1321.492431640625,211.20684814453125
699,700,699,700,-1311.557861328125,217.4737548828125,-1311.557861328125,217.4737548828125,0.0,-1315.8212890625,213.6568603515625,5.722368382839758,-1311.2078857421875,220.6290740966797,-1317.531005859375,212.3811492919922,10.392791328616225,36,-1311.71484375,211.43673706054688,-1317.531005859375,212.3811492919922
700,701,700,701,-1311.2078857421875,220.6290740966797,-1311.2078857421875,220.6290740966797,0.0,-1314.420654296875,217.70828247070312,4.341993264430936,-1310.824462890625,224.08761596679688,-1314.857177734375,216.28073120117188,8.786935686275921,36,-1312.2037353515625,220.0260467529297,-1314.857177734375,216.28073120117188
701,702,701,702,-1310.824462890625,224.08761596679688,-1310.824462890625,224.08761596679688,0.0,-1305.872314453125,221.5041046142578,5.585544293596811,-1310.475341796875,227.23648071289062,-1309.724365234375,220.6475067138672,6.63163208850063,36,-1305.4010009765625,223.90045166015625,-1309.724365234375,220.6475067138672
702,703,702,703,-1310.475341796875,227.23648071289062,-1310.475341796875,227.23648071289062,0.0,-1302.1943359375,231.43609619140625,9.285032483001398,-1309.9725341796875,231.8890838623047,-1305.6661376953125,227.10231018066406,6.4388083493675055,36,-1303.9560546875,233.96421813964844,-1305.6661376953125,227.10231018066406
703,704,703,704,-1309.9725341796875,231.8890838623047,-1309.9725341796875,231.8890838623047,0.0,-1301.94384765625,236.75067138671875,9.385885176645056,-1309.515380859375,236.11976623535156,-1303.4166259765625,235.94956970214844,6.1011292381446625,36,-1303.86181640625,242.34930419921875,-1303.4166259765625,235.94956970214844
704,705,704,705,-1309.515380859375,236.11976623535156,-1309.515380859375,236.11976623535156,0.0,-1301.38427734375,238.7614288330078,8.549457623830017,-1309.2618408203125,238.41241455078125,-1302.7099609375,242.822509765625,7.8978522272065135,36,-1304.0626220703125,244.65341186523438,-1302.7099609375,242.822509765625
705,706,705,706,-1309.2618408203125,238.41241455078125,-1309.2618408203125,238.41241455078125,0.0,-1301.88818359375,238.48655700683594,7.374029970011459,-1309.0076904296875,240.71124267578125,-1304.133056640625,245.5399627685547,6.861384139648774,36,-1308.0872802734375,242.45013427734375,-1304.133056640625,245.5399627685547
706,707,706,707,-1309.0076904296875,240.71124267578125,-1309.0076904296875,240.71124267578125,0.0,-1301.596435546875,239.81651306152344,7.465067984997997,-1308.72900390625,243.23309326171875,-1305.3798828125,247.1497802734375,5.153353204309554,36,-1307.363037109375,243.8394775390625,-1305.3798828125,247.1497802734375
707,708,707,708,-1308.72900390625,243.23309326171875,-1308.72900390625,243.23309326171875,0.0,-1307.492919921875,239.48779296875,3.9440053119817398,-1308.31494140625,244.74012756347656,-1305.836181640625,248.25181579589844,4.2983955398976,36,-1308.50732421875,243.87574768066406,-1305.836181640625,248.25181579589844
708,709,708,709,-1308.31494140625,244.74012756347656,-1308.31494140625,244.74012756347656,0.0,-1308.1409912109375,240.392333984375,4.351271960809394,-1307.9373779296875,246.1139678955078,-1307.349365234375,247.3368377685547,1.3568970691450222,36,-1310.9473876953125,241.32229614257812,-1307.349365234375,247.3368377685547
709,710,709,710,-1307.9373779296875,246.1139678955078,-1307.9373779296875,246.1139678955078,0.0,-1310.2393798828125,240.00057983398438,6.53243649666559,-1307.52392578125,247.61907958984375,-1309.1092529296875,245.42666625976562,2.7055384634998685,36,-1311.582763671875,239.74684143066406,-1309.1092529296875,245.42666625976562
710,711,710,711,-1307.52392578125,247.61907958984375,-1307.52392578125,247.61907958984375,0.0,-1311.5660400390625,240.6140899658203,8.08755632474279,-1306.6920166015625,248.06166076660156,-1310.847900390625,244.0814208984375,5.754448668318726,36,-1312.312744140625,240.52621459960938,-1310.847900390625,244.0814208984375
711,712,711,712,-1306.6920166015625,248.06166076660156,-1306.6920166015625,248.06166076660156,0.0,-1316.3406982421875,240.31430053710938,12.374112005620896,-1305.861328125,248.50364685058594,-1313.8260498046875,242.9658203125,9.700737817342192,36,-1315.9954833984375,240.5395050048828,-1313.8260498046875,242.9658203125
712,713,712,713,-1305.861328125,248.50364685058594,-1305.861328125,248.50364685058594,0.0,-1305.123046875,243.5999298095703,4.9589817525827415,-1304.9503173828125,248.98831176757812,-1311.15869140625,242.88595581054688,8.705323442653254,36,-1305.177734375,242.68679809570312,-1311.15869140625,242.88595581054688
713,714,713,714,-1304.9503173828125,248.98831176757812,-1304.9503173828125,248.98831176757812,0.0,-1308.632080078125,242.5718536376953,7.397723398258008,-1303.3963623046875,248.9347686767578,-1311.180908203125,242.14805603027344,10.327566189128543,36,-1310.5799560546875,241.2344207763672,-1311.180908203125,242.14805603027344
714,715,714,715,-1303.3963623046875,248.9347686767578,-1303.3963623046875,248.9347686767578,0.0,-1301.126220703125,242.51890563964844,6.805647757714991,-1301.979248046875,248.88595581054688,-1307.7325439453125,241.11410522460938,9.66964710964753,36,-1303.6453857421875,239.9788360595703,-1307.7325439453125,241.11410522460938
715,716,715,716,-1301.979248046875,248.88595581054688,-1301.979248046875,248.88595581054688,0.0,-1302.0108642578125,242.9542236328125,5.931816434547131,-1300.42626953125,248.83245849609375,-1305.0146484375,241.1879119873047,8.915846135525163,36,-1302.10791015625,241.8573760986328,-1305.0146484375,241.1879119873047
